,player,nationality,position,squad,age,birth_year,value,height,position2,foot,league,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,goalsm,assistsm,pens_madem,pens_attm,cards_yellowm,cards_redm,goals_per90m,assists_per90m,goals_assists_per90m,goals_pens_per90m,goals_assists_pens_per90m,xgm,npxgm,xam,xg_per90m,xa_per90m,xg_xa_per90m,npxg_per90m,npxg_xa_per90m,minutes_90sm,shots_totalm,shots_on_targetm,shots_free_kicksm,shots_on_target_pctm,shots_total_per90m,shots_on_target_per90m,goals_per_shotm,goals_per_shot_on_targetm,npxg_per_shotm,xg_netm,npxg_netm,passes_completedm,passesm,passes_pctm,passes_total_distancem,passes_progressive_distancem,passes_completed_shortm,passes_shortm,passes_pct_shortm,passes_completed_mediumm,passes_mediumm,passes_pct_mediumm,passes_completed_longm,passes_longm,passes_pct_longm,xa_netm,assisted_shotsm,passes_into_final_thirdm,passes_into_penalty_aream,crosses_into_penalty_aream,progressive_passesm,passes_livem,passes_deadm,passes_free_kicksm,through_ballsm,passes_pressurem,passes_switchesm,crossesm,corner_kicksm,corner_kicks_inm,corner_kicks_outm,corner_kicks_straightm,passes_groundm,passes_lowm,passes_highm,passes_left_footm,passes_right_footm,passes_headm,throw_insm,passes_other_bodym,passes_offsidesm,passes_oobm,passes_interceptedm,passes_blockedm,scam,sca_per90m,sca_passes_livem,sca_passes_deadm,sca_dribblesm,sca_shotsm,sca_fouledm,gcam,gca_per90m,gca_passes_livem,gca_passes_deadm,gca_dribblesm,gca_shotsm,gca_fouledm,gca_og_form,tacklesm,tackles_wonm,tackles_def_3rdm,tackles_mid_3rdm,tackles_att_3rdm,dribble_tacklesm,dribbles_vsm,dribble_tackles_pctm,dribbled_pastm,pressuresm,pressure_regainsm,pressure_regain_pctm,pressures_def_3rdm,pressures_mid_3rdm,pressures_att_3rdm,blocksm,blocked_shotsm,blocked_shots_savesm,blocked_passesm,interceptionsm,clearancesm,errorsm,touchesm,touches_def_pen_aream,touches_def_3rdm,touches_mid_3rdm,touches_att_3rdm,touches_att_pen_aream,touches_live_ballm,dribbles_completedm,dribblesm,dribbles_completed_pctm,players_dribbled_pastm,nutmegsm,carriesm,carry_distancem,carry_progressive_distancem,pass_targetsm,passes_receivedm,passes_received_pctm,miscontrolsm,dispossessedm,cards_yellow_redm,foulsm,fouledm,offsidesm,pens_wonm,pens_concededm,own_goalsm,ball_recoveriesm,aerials_wonm,aerials_lostm,aerials_won_pctm,games_gkm,games_starts_gkm,minutes_gkm,goals_against_gkm,goals_against_per90_gkm,shots_on_target_againstm,savesm,save_pctm,wins_gkm,draws_gkm,losses_gkm,clean_sheetsm,clean_sheets_pctm,pens_att_gkm,pens_allowedm,pens_savedm,pens_missed_gkm,minutes_90s_gkm,free_kick_goals_against_gkm,corner_kick_goals_against_gkm,own_goals_against_gkm,psxg_gkm,psnpxg_per_shot_on_target_againstm,psxg_net_gkm,psxg_net_per90_gkm,passes_completed_launched_gkm,passes_launched_gkm,passes_pct_launched_gkm,passes_gkm,passes_throws_gkm,pct_passes_launched_gkm,passes_length_avg_gkm,goal_kicksm,pct_goal_kicks_launchedm,goal_kick_length_avgm,crosses_gkm,crosses_stopped_gkm,crosses_stopped_pct_gkm,def_actions_outside_pen_area_gkm,def_actions_outside_pen_area_per90_gkm,avg_distance_def_actions_gkm,LgRk,MP,W,D,L,GF,GA,GDiff,Pts,Pts/G,xG,xGA,xGDiff,xGDiff/90,Attendance,CL,WinCL,CLBestScorer,Season
193,Nicolò Barella,it ITA,MF,Cagliari,20,1997,25000000,172,midfield - Central Midfield,right,Serie A,34,34,2955,6,2,3,3,14,2,0.18,0.06,0.24,0.09,0.15,3.3,1.1,2.2,0.1,0.07,0.17,0.03,0.1,32.8,33,8,0,24.2,1.01,0.24,0.09,0.38,0.03,2.7,1.9,1225,1631,75.1,23422,6555,531,629,84.4,471,587,80.2,194,347,55.9,-0.2,31,145,37,7,144,1516,115,49,2,269,82,53,42,8,16,3,940,277,414,153,1376,61,10,11,8,37,26,56,72,2.19,53,11,3,0,3,5,0.15,5,0,0,0,0,0,92,60,43,42,7,21,87,24.1,66,740,230,31.1,222,381,137,48,6,0,42,33,42,0,2048,61,419,1190,594,44,1940,53,87,60.9,58,2,1437,8957,4399,1405,1269,90.3,49,49,1,76,64,1,0,1,0,396,29,29,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000392157,0.000392157,0.000392157,0.0000784,0.0000588,0.000137255,0.0000784,0.000137255,0.011176471,0.007843137,0,0,0,0.001392157,0,0,0,0.000098,-0.000392157,-0.000392157,0.354901961,0.456862745,0.152352941,7.1,1.939215686,0.135294118,0.164705882,0.160980392,0.149019608,0.17254902,0.169411765,0.064705882,0.092156863,0.137647059,-0.000392157,0.007843137,0.021568627,0.015686275,0.003921569,0.043137255,0.435294118,0.021568627,0.015686275,0.001960784,0.101960784,0.019607843,0.005882353,0.003921569,0.001960784,0.001960784,0,0.319607843,0.074509804,0.062745098,0.074509804,0.347058824,0.015686275,0,0,0,0.009803922,0.015686275,0.019607843,0.01372549,0.002431373,0.01372549,0,0,0,0,0,0,0,0,0,0,0,0,0.021568627,0.01372549,0.007843137,0.01372549,0,0.001960784,0.033333333,0.011568627,0.031372549,0.341176471,0.1,0.05745098,0.088235294,0.219607843,0.033333333,0.015686275,0.003921569,0,0.011764706,0.005882353,0.005882353,0,0.564705882,0.015686275,0.129411765,0.303921569,0.178431373,0.019607843,0.543137255,0.017647059,0.029411765,0.117647059,0.017647059,0,0.425490196,2.694117647,1.417647059,0.452941176,0.382352941,0.165490196,0.019607843,0.009803922,0,0.017647059,0,0,0,0,0,0.092156863,0.021568627,0.011764706,0.126862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,11,6,21,33,61,-28,39,1.03,40,58.8,-18.7,-0.49,14685,0,0,0,201718#
1913,Gabriel Paulista,br BRA,DF,Valencia,26,1990,20000000,187,Defender - Centre-Back,right,La Liga,30,29,2586,0,0,0,0,6,2,0,0,0,0,0,0.9,0.9,0.1,0.03,0,0.03,0.03,0.03,28.7,17,5,1,29.4,0.59,0.17,0,0,0.05,-0.9,-0.9,1160,1364,85,25685,9305,274,312,87.8,657,731,89.9,220,300,73.3,-0.1,3,55,0,0,53,1334,30,21,0,207,28,0,0,0,0,0,1046,99,219,116,1116,83,9,10,1,31,12,11,9,0.31,6,0,0,2,1,1,0.03,1,0,0,0,0,0,44,20,38,5,1,17,35,48.6,18,137,36,26.3,99,34,4,50,16,0,34,24,112,0,1625,259,991,687,40,17,1594,3,3,100,3,0,1027,6011,3020,960,951,99.1,2,2,1,23,20,0,0,1,0,318,37,14,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000977517,0,0,0.003910068,0.000977517,0,0.000088,0.000088,0,0.000088,0.0000978,0.0000978,0.000977517,0.00000978,0.000088,0.0000978,0.00000978,0.0000978,0.011143695,0.002932551,0.000977517,0,0.03255132,0.000254154,0.000088,0,0,0.0000196,-0.0000978,-0.0000978,0.568914956,0.718475073,0.077419355,9.475073314,3.940371457,0.278592375,0.312805474,0.087096774,0.253176931,0.309872923,0.079863148,0.033235582,0.0742913,0.043695015,0,0.010752688,0.053763441,0.010752688,0.00684262,0.056695992,0.605083089,0.113391984,0.011730205,0.001955034,0.077223851,0.009775171,0.035190616,0,0,0,0,0.472140762,0.128054741,0.11827957,0.076246334,0.501466276,0.027370479,0.101661779,0.002932551,0.002932551,0.012707722,0.020527859,0.024437928,0.029325513,0.002580645,0.025415445,0,0,0.000977517,0.001955034,0.000977517,0.000088,0.000977517,0,0,0,0,0,0.029325513,0.014662757,0.015640274,0.010752688,0.002932551,0.017595308,0.036168133,0.047507331,0.018572825,0.145650049,0.044965787,0.030205279,0.0742913,0.047898338,0.023460411,0.027370479,0.002932551,0,0.024437928,0.010752688,0.023460411,0,0.841642229,0.038123167,0.234604106,0.449657869,0.22971652,0.008797654,0.732160313,0.015640274,0.024437928,0.062561095,0.016617791,0,0.557184751,3.525904203,2.257086999,0.552297165,0.521016618,0.092179863,0.007820137,0.009775171,0,0.020527859,0.019550342,0.001955034,0,0,0.000977517,0.109481916,0.011730205,0.00684262,0.061779081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,22,7,9,65,38,27,73,1.92,56,44.8,11.2,0.29,38657,1,0,0,201718#
13,Antonio Adán,es ESP,GK,Betis,30,1987,5000000,190,Goalkeeper,left,La Liga,30,30,2700,0,0,0,0,4,0,0,0,0,0,0,0,0,0.4,0,0.01,0.01,0,0.01,30,0,0,0,0,0,0,0,0,0,0,0,714,1035,69,21475,13429,86,86,100,371,380,97.6,256,566,45.2,-0.4,2,12,1,0,0,848,187,57,0,157,26,0,0,0,0,0,512,35,488,755,161,3,0,96,1,32,5,3,4,0.13,4,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,100,1,0,0,1,0,0,1,0,2,1,1163,999,1160,4,2,0,978,4,4,100,4,0,751,3920,2350,655,655,100,0,0,0,0,4,0,0,0,0,127,0,0,0,30,30,2700,53,1.77,128,82,0.61,14,4,12,9,30,4,3,1,0,30,0,6,4,38.5,0.28,-10.5,-0.35,177,459,38.6,905,95,41.1,36.3,130,66.9,48.8,289,30,10.4,18,0.6,14.7,0.003703704,0,0,0,0.003703704,0,0.001222222,0,0.001222222,0.001222222,0.001222222,0.001851852,0.001851852,0.00037037,0.00062963,0.000111111,0.000740741,0.00062963,0.000740741,0.011111111,0.011111111,0.003703704,0,0.123333333,0.003703704,0.001222222,0.001222222,0.003703704,0.00062963,0.001851852,0.001851852,0.285185185,0.374074074,0.282222222,4.440740741,1.4,0.151851852,0.185185185,0.303703704,0.103703704,0.122222222,0.314074074,0.022222222,0.02962963,0.277777778,-0.00037037,0.007407407,0.007407407,0.011111111,0,0.014814815,0.288888889,0.085185185,0,0,0.040740741,0.003703704,0.011111111,0,0,0,0,0.240740741,0.088888889,0.044444444,0.037037037,0.244444444,0.003703704,0.085185185,0,0.007407407,0.003703704,0.011111111,0.025925926,0.007407407,0.002481481,0.007407407,0,0,0,0,0,0,0,0,0,0,0,0,0.025925926,0.011111111,0.011111111,0.007407407,0.007407407,0.003703704,0.007407407,0.185185185,0.003703704,0.174074074,0.048148148,0.102592593,0.088888889,0.051851852,0.033333333,0.011111111,0.003703704,0,0.007407407,0.011111111,0.011111111,0,0.540740741,0.018518519,0.140740741,0.218518519,0.225925926,0.033333333,0.459259259,0.02962963,0.048148148,0.227777778,0.02962963,0,0.403703704,2.348148148,1.477777778,0.385185185,0.314814815,0.302592593,0.048148148,0.025925926,0,0.011111111,0.022222222,0.007407407,0,0,0,0.077777778,0.007407407,0.011111111,0.148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,18,6,14,60,61,-1,60,1.58,41.1,50.6,-9.5,-0.25,46711,0,0,0,201718#
2077,Panagiotis Retsos,gr GRE,DF,Leverkusen,18,1998,18000000,186,Defender - Centre-Back,right,Bundesliga,24,18,1716,1,3,0,0,6,0,0.05,0.16,0.21,0.05,0.21,0.6,0.6,1.3,0.03,0.07,0.1,0.03,0.1,19.1,11,2,0,18.2,0.58,0.1,0.09,0.5,0.05,0.4,0.4,1009,1208,83.5,19219,7787,428,484,88.4,431,510,84.5,139,187,74.3,1.7,9,82,2,1,85,1065,143,24,1,202,25,17,0,0,0,0,781,193,234,190,814,56,119,0,6,17,11,23,23,1.21,20,2,1,0,0,8,0.42,6,1,1,0,0,0,48,33,30,15,3,24,44,54.5,20,256,83,32.4,148,90,18,35,10,1,25,15,48,2,1404,76,541,754,188,18,1266,23,33,69.7,25,0,902,5339,2648,876,844,96.3,21,10,0,38,18,3,0,2,0,253,41,26,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010869565,0,0,0,0,0,0,0,0,0,0,0,0.173913043,0.173913043,2.173913043,4.782608696,1.369565217,0.02173913,0.02173913,2.173913043,0.086956522,0.086956522,2.173913043,0.065217391,0.065217391,2.173913043,0,0,0,0,0,0,0.130434783,0.043478261,0.043478261,0,0.043478261,0.02173913,0,0,0,0,0,0.130434783,0.02173913,0.02173913,0.02173913,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108695652,0,0.326086957,0.130434783,0.260869565,0.065217391,0,0,0.282608696,0,0,0,0,0,0.108695652,0.239130435,0,0.108695652,0.108695652,2.173913043,0,0,0,0.043478261,0,0,0,0,0,0.02173913,0.043478261,0.02173913,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,15,10,9,58,44,14,55,1.62,59.1,37,22.2,0.65,28415,0,0,0,201718#
199,Antonio Barragán,es ESP,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Daley Blind,nl NED,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Ryad Boudebouz,dz ALG,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Ross Barkley,eng ENG,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Joel Campbell,cr CRC,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Rubén Castro,es ESP,FW,Betis,36,1981,50000,169,attack - Centre-Forward,right,La Liga,10,3,359,1,1,1,1,0,0,0.25,0.25,0.5,0,0.25,1.6,1,0.5,0.4,0.13,0.53,0.25,0.38,4,7,5,0,71.4,1.75,1.25,0,0,0.14,-0.6,-1,45,55,81.8,687,158,24,29,82.8,16,19,84.2,4,6,66.7,0.5,2,3,0,0,4,51,4,0,0,9,1,0,0,0,0,0,41,5,9,7,43,3,1,1,0,0,2,2,5,1.27,4,0,0,0,1,2,0.51,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,42,12,28.6,2,13,27,3,0,0,3,0,1,0,80,1,9,37,40,11,75,1,1,100,1,0,58,348,198,96,51,53.1,5,4,0,1,5,6,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000513347,0,0,0.003593429,0,0,0.0000257,0.0000257,0,0.0000257,0.000256674,0.000256674,0.000718686,0.0000103,0.0000359,0.0000462,0.0000103,0.0000462,0.011088296,0.005646817,0.002053388,0,0.018685832,0.000261807,0.0000924,0,0,0.0000205,-0.000256674,-0.000256674,0.449691992,0.612936345,0.037679671,7.743839836,2.77412731,0.207392197,0.236652977,0.044969199,0.204825462,0.267967146,0.039219713,0.034394251,0.090862423,0.019455852,-0.000205339,0.010780287,0.017453799,0.012320329,0.006160164,0.036447639,0.491273101,0.121663244,0.004106776,0.001026694,0.113449692,0.012320329,0.034394251,0,0,0,0,0.3362423,0.088295688,0.188398357,0.042607803,0.406570842,0.028747433,0.117556468,0.000513347,0.001540041,0.017967146,0.011806982,0.022587269,0.020020534,0.000924025,0.015400411,0.001026694,0.002566735,0.000513347,0,0.001026694,0.0000462,0.000513347,0,0.000513347,0,0,0,0.022587269,0.011806982,0.014887064,0.007186858,0.000513347,0.009240246,0.023613963,0.020071869,0.014373717,0.194045175,0.045687885,0.012063655,0.111909651,0.056468172,0.025667351,0.021047228,0.003593429,0.000513347,0.017453799,0.011806982,0.044147844,0,0.757700205,0.052874743,0.222279261,0.341889117,0.248973306,0.014373717,0.637577002,0.015400411,0.028234086,0.027977413,0.015913758,0.000513347,0.463039014,3.183778234,1.876283368,0.474845996,0.425564682,0.045995893,0.009240246,0.017453799,0,0.014887064,0.006673511,0.001026694,0,0.000513347,0,0.102156057,0.02412731,0.014373717,0.032186858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,18,6,14,60,61,-1,60,1.58,41.1,50.6,-9.5,-0.25,46711,0,0,0,201718#
731,Riza Durmisi,dk DEN,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,Marcos Rojo,ar ARG,DF,Manchester Utd,27,1990,18000000,187,Defender - Centre-Back,left,Premier League,9,8,640,0,0,0,0,6,0,0,0,0,0,0,0.1,0.1,0.3,0.02,0.05,0.06,0.02,0.06,7.1,5,1,0,20,0.7,0.14,0,0,0.03,-0.1,-0.1,301,373,80.7,6212,2584,113,121,93.4,135,152,88.8,51,91,56,-0.3,2,23,1,0,17,366,7,5,0,45,10,1,0,0,0,0,264,18,91,299,39,26,2,0,0,8,1,5,6,0.84,6,0,0,0,0,1,0.14,1,0,0,0,0,0,7,4,6,0,1,2,9,22.2,7,76,34,44.7,55,18,3,17,5,0,12,4,33,0,445,70,268,189,21,5,438,2,2,100,2,0,276,1727,1054,280,278,99.3,1,0,0,8,4,0,0,1,0,83,7,5,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001766784,0,0,0.001766784,0,0,0.000282686,0.000282686,0,0.000282686,0.000176678,0.000176678,0.000530035,0.0000353,0.0000707,0.000106007,0.0000353,0.000106007,0.011130742,0.007067138,0,0,0,0.001130742,0,0,0,0.000053,-0.000176678,-0.000176678,0.681978799,0.826855124,0.145759717,10.69787986,3.542402827,0.386925795,0.43639576,0.156713781,0.247349823,0.293286219,0.148939929,0.044169611,0.072438163,0.107773852,0.001236749,0.005300353,0.045936396,0.007067138,0.003533569,0.042402827,0.690812721,0.136042403,0.021201413,0,0.074204947,0.001766784,0.017667845,0,0,0,0,0.581272085,0.148409894,0.097173145,0.528268551,0.125441696,0.04770318,0.114840989,0.007067138,0.003533569,0.019434629,0.012367491,0.035335689,0.012367491,0.001961131,0.008833922,0.001766784,0,0.001766784,0,0.003533569,0.000565371,0.003533569,0,0,0,0,0,0.021201413,0.012367491,0.010600707,0.007067138,0.003533569,0.008833922,0.026501767,0.058833922,0.017667845,0.134275618,0.045936396,0.060424028,0.04770318,0.056537102,0.030035336,0.021201413,0.003533569,0,0.017667845,0.014134276,0.014134276,0,0.946996466,0.037102473,0.212014134,0.517667845,0.266784452,0.01590106,0.816254417,0.007067138,0.014134276,0.088339223,0.007067138,0,0.614840989,3.434628975,1.932862191,0.643109541,0.597173145,0.164134276,0.01590106,0.014134276,0,0.007067138,0.021201413,0.001766784,0,0,0,0.128975265,0.005300353,0.007067138,0.075795053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,25,6,7,68,28,40,81,2.13,57,39.6,17.4,0.46,74976,1,0,0,201718#
881,Javi García,es ESP,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
